,pickup_date,pickup_time,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
8182,2015-02-21,13:00:00,Brooklyn,590,0.0,10.0,19.0,-3.0,1033.3,0.0,0.0,0.0,9.0,N
8183,2015-02-21,13:00:00,EWR,0,0.0,10.0,19.0,-3.0,1033.3,0.0,0.0,0.0,9.0,N
8184,2015-02-21,13:00:00,Manhattan,2609,0.0,10.0,19.0,-3.0,1033.3,0.0,0.0,0.0,9.0,N
8185,2015-02-21,13:00:00,Queens,281,0.0,10.0,19.0,-3.0,1033.3,0.0,0.0,0.0,9.0,N
8186,2015-02-21,13:00:00,Staten Island,7,0.0,10.0,19.0,-3.0,1033.3,0.0,0.0,0.0,9.0,N
8188,2015-02-21,14:00:00,Bronx,54,9.0,10.0,21.0,-4.0,1032.7,0.0,0.0,0.0,9.0,N
8189,2015-02-21,14:00:00,Brooklyn,655,9.0,10.0,21.0,-4.0,1032.7,0.0,0.0,0.0,9.0,N
8190,2015-02-21,14:00:00,EWR,0,9.0,10.0,21.0,-4.0,1032.7,0.0,0.0,0.0,9.0,N
8191,2015-02-21,14:00:00,Manhattan,3069,9.0,10.0,21.0,-4.0,1032.7,0.0,0.0,0.0,9.0,N
8192,2015-02-21,14:00:00,Queens,268,9.0,10.0,21.0,-4.0,1032.7,0.0,0.0,0.0,9.0,N
8193,2015-02-21,14:00:00,Staten Island,3,9.0,10.0,21.0,-4.0,1032.7,0.0,0.0,0.0,9.0,N
8195,2015-02-21,15:00:00,Bronx,60,8.0,10.0,23.0,3.0,1032.0,0.0,0.0,0.0,9.0,N
8196,2015-02-21,15:00:00,Brooklyn,680,8.0,10.0,23.0,3.0,1032.0,0.0,0.0,0.0,9.0,N
8197,2015-02-21,15:00:00,EWR,0,8.0,10.0,23.0,3.0,1032.0,0.0,0.0,0.0,9.0,N
8198,2015-02-21,15:00:00,Manhattan,3416,8.0,10.0,23.0,3.0,1032.0,0.0,0.0,0.0,9.0,N
8199,2015-02-21,15:00:00,Queens,364,8.0,10.0,23.0,3.0,1032.0,0.0,0.0,0.0,9.0,N
8200,2015-02-21,15:00:00,Staten Island,7,8.0,10.0,23.0,3.0,1032.0,0.0,0.0,0.0,9.0,N
8202,2015-02-21,16:00:00,Bronx,77,6.0,10.0,24.0,7.0,1031.6,0.0,0.0,0.0,9.0,N
8203,2015-02-21,16:00:00,Brooklyn,710,6.0,10.0,24.0,7.0,1031.6,0.0,0.0,0.0,9.0,N
8204,2015-02-21,16:00:00,EWR,0,6.0,10.0,24.0,7.0,1031.6,0.0,0.0,0.0,9.0,N
8205,2015-02-21,16:00:00,Manhattan,4025,6.0,10.0,24.0,7.0,1031.6,0.0,0.0,0.0,9.0,N
8206,2015-02-21,16:00:00,Queens,418,6.0,10.0,24.0,7.0,1031.6,0.0,0.0,0.0,9.0,N
8207,2015-02-21,16:00:00,Staten Island,6,6.0,10.0,24.0,7.0,1031.6,0.0,0.0,0.0,9.0,N
8209,2015-02-21,17:00:00,Bronx,75,6.0,10.0,26.0,8.0,1030.5,0.0,0.0,0.0,9.0,N
8210,2015-02-21,17:00:00,Brooklyn,829,6.0,10.0,26.0,8.0,1030.5,0.0,0.0,0.0,9.0,N
8211,2015-02-21,17:00:00,EWR,0,6.0,10.0,26.0,8.0,1030.5,0.0,0.0,0.0,9.0,N
8212,2015-02-21,17:00:00,Manhattan,4936,6.0,10.0,26.0,8.0,1030.5,0.0,0.0,0.0,9.0,N
8213,2015-02-21,17:00:00,Queens,384,6.0,10.0,26.0,8.0,1030.5,0.0,0.0,0.0,9.0,N
8214,2015-02-21,17:00:00,Staten Island,5,6.0,10.0,26.0,8.0,1030.5,0.0,0.0,0.0,9.0,N
8216,2015-02-21,18:00:00,Bronx,77,5.5,6.25,28.0,12.0,1028.8,0.0,0.0,0.0,9.0,N
8217,2015-02-21,18:00:00,Brooklyn,944,5.5,6.25,28.0,12.0,1028.8,0.0,0.0,0.0,9.0,N
8218,2015-02-21,18:00:00,EWR,0,5.5,6.25,28.0,12.0,1028.8,0.0,0.0,0.0,9.0,N
8219,2015-02-21,18:00:00,Manhattan,5511,5.5,6.25,28.0,12.0,1028.8,0.0,0.0,0.0,9.0,N
8220,2015-02-21,18:00:00,Queens,410,5.5,6.25,28.0,12.0,1028.8,0.0,0.0,0.0,9.0,N
8221,2015-02-21,18:00:00,Staten Island,4,5.5,6.25,28.0,12.0,1028.8,0.0,0.0,0.0,9.0,N
8223,2015-02-21,19:00:00,Bronx,79,6.0,0.9,26.75,17.75,1027.5,0.0075,0.0,0.0,9.0,N
8224,2015-02-21,19:00:00,Brooklyn,1051,6.0,0.9,26.75,17.75,1027.5,0.0075,0.0,0.0,9.0,N
8225,2015-02-21,19:00:00,EWR,0,6.0,0.9,26.75,17.75,1027.5,0.0075,0.0,0.0,9.0,N
8226,2015-02-21,19:00:00,Manhattan,6349,6.0,0.9,26.75,17.75,1027.5,0.0075,0.0,0.0,9.0,N
8227,2015-02-21,19:00:00,Queens,430,6.0,0.9,26.75,17.75,1027.5,0.0075,0.0,0.0,9.0,N
8228,2015-02-21,19:00:00,Staten Island,2,6.0,0.9,26.75,17.75,1027.5,0.0075,0.0,0.0,9.0,N
8230,2015-02-21,20:00:00,Bronx,54,6.5,0.3,26.3333333333333,21.0,1026.6,0.045,0.0,0.0,9.0,N
8231,2015-02-21,20:00:00,Brooklyn,959,6.5,0.3,26.3333333333333,21.0,1026.6,0.045,0.0,0.0,9.0,N
8232,2015-02-21,20:00:00,EWR,0,6.5,0.3,26.3333333333333,21.0,1026.6,0.045,0.0,0.0,9.0,N
8233,2015-02-21,20:00:00,Manhattan,6168,6.5,0.3,26.3333333333333,21.0,1026.6,0.045,0.0,0.0,9.0,N
8234,2015-02-21,20:00:00,Queens,386,6.5,0.3,26.3333333333333,21.0,1026.6,0.045,0.0,0.0,9.0,N
8235,2015-02-21,20:00:00,Staten Island,1,6.5,0.3,26.3333333333333,21.0,1026.6,0.045,0.0,0.0,9.0,N
8236,2015-02-21,21:00:00,Bronx,55,3.0,0.6,27.3333333333333,22.0,1025.4,0.025,0.0,0.0,9.0,N
8237,2015-02-21,21:00:00,Brooklyn,966,3.0,0.6,27.3333333333333,22.0,1025.4,0.025,0.0,0.0,9.0,N
8238,2015-02-21,21:00:00,EWR,0,3.0,0.6,27.3333333333333,22.0,1025.4,0.025,0.0,0.0,9.0,N
8239,2015-02-21,21:00:00,Manhattan,5557,3.0,0.6,27.3333333333333,22.0,1025.4,0.025,0.0,0.0,9.0,N
8240,2015-02-21,21:00:00,Queens,353,3.0,0.6,27.3333333333333,22.0,1025.4,0.025,0.0,0.0,9.0,N
8241,2015-02-21,21:00:00,Staten Island,0,3.0,0.6,27.3333333333333,22.0,1025.4,0.025,0.0,0.0,9.0,N
8243,2015-02-21,22:00:00,Bronx,65,4.33333333333333,0.433333333333333,28.0,22.6666666666667,1024.8,0.0133333333333333,0.0,0.0,9.0,N
8244,2015-02-21,22:00:00,Brooklyn,1074,4.33333333333333,0.433333333333333,28.0,22.6666666666667,1024.8,0.0133333333333333,0.0,0.0,9.0,N
8245,2015-02-21,22:00:00,EWR,0,4.33333333333333,0.433333333333333,28.0,22.6666666666667,1024.8,0.0133333333333333,0.0,0.0,9.0,N
8246,2015-02-21,22:00:00,Manhattan,5460,4.33333333333333,0.433333333333333,28.0,22.6666666666667,1024.8,0.0133333333333333,0.0,0.0,9.0,N
8247,2015-02-21,22:00:00,Queens,369,4.33333333333333,0.433333333333333,28.0,22.6666666666667,1024.8,0.0133333333333333,0.0,0.0,9.0,N
8248,2015-02-21,22:00:00,Staten Island,2,4.33333333333333,0.433333333333333,28.0,22.6666666666667,1024.8,0.0133333333333333,0.0,0.0,9.0,N
8250,2015-02-21,23:00:00,Bronx,65,3.0,0.8,29.0,24.0,1024.5,0.03,0.0,0.0,9.0,N
8251,2015-02-21,23:00:00,Brooklyn,1165,3.0,0.8,29.0,24.0,1024.5,0.03,0.0,0.0,9.0,N
8252,2015-02-21,23:00:00,EWR,0,3.0,0.8,29.0,24.0,1024.5,0.03,0.0,0.0,9.0,N
8253,2015-02-21,23:00:00,Manhattan,5782,3.0,0.8,29.0,24.0,1024.5,0.03,0.0,0.0,9.0,N
8254,2015-02-21,23:00:00,Queens,370,3.0,0.8,29.0,24.0,1024.5,0.03,0.0,0.0,9.0,N
8255,2015-02-21,23:00:00,Staten Island,1,3.0,0.8,29.0,24.0,1024.5,0.03,0.0,0.0,9.0,N
8257,2015-02-22,00:00:00,Bronx,87,4.0,0.65,29.0,24.5,1023.9,0.045,0.2,0.0,9.0,N
8258,2015-02-22,00:00:00,Brooklyn,1079,4.0,0.65,29.0,24.5,1023.9,0.045,0.2,0.0,9.0,N
8259,2015-02-22,00:00:00,EWR,0,4.0,0.65,29.0,24.5,1023.9,0.045,0.2,0.0,9.0,N
8260,2015-02-22,00:00:00,Manhattan,5515,4.0,0.65,29.0,24.5,1023.9,0.045,0.2,0.0,9.0,N
8261,2015-02-22,00:00:00,Queens,294,4.0,0.65,29.0,24.5,1023.9,0.045,0.2,0.0,9.0,N
8262,2015-02-22,00:00:00,Staten Island,0,4.0,0.65,29.0,24.5,1023.9,0.045,0.2,0.0,9.0,N
8264,2015-02-22,01:00:00,Bronx,54,5.5,0.8,30.0,26.0,1023.7,0.055,0.0,0.0,9.0,N
8265,2015-02-22,01:00:00,Brooklyn,914,5.5,0.8,30.0,26.0,1023.7,0.055,0.0,0.0,9.0,N
8266,2015-02-22,01:00:00,EWR,0,5.5,0.8,30.0,26.0,1023.7,0.055,0.0,0.0,9.0,N
8267,2015-02-22,01:00:00,Manhattan,4374,5.5,0.8,30.0,26.0,1023.7,0.055,0.0,0.0,9.0,N
8268,2015-02-22,01:00:00,Queens,293,5.5,0.8,30.0,26.0,1023.7,0.055,0.0,0.0,9.0,N
8269,2015-02-22,01:00:00,Staten Island,0,5.5,0.8,30.0,26.0,1023.7,0.055,0.0,0.0,9.0,N
8271,2015-02-22,02:00:00,Bronx,54,5.75,1.62,30.2,26.0,1022.5,0.045,0.0,0.0,9.0,N
8272,2015-02-22,02:00:00,Brooklyn,708,5.75,1.62,30.2,26.0,1022.5,0.045,0.0,0.0,9.0,N
8273,2015-02-22,02:00:00,EWR,0,5.75,1.62,30.2,26.0,1022.5,0.045,0.0,0.0,9.0,N
8274,2015-02-22,02:00:00,Manhattan,3159,5.75,1.62,30.2,26.0,1022.5,0.045,0.0,0.0,9.0,N
8275,2015-02-22,02:00:00,Queens,261,5.75,1.62,30.2,26.0,1022.5,0.045,0.0,0.0,9.0,N
8276,2015-02-22,02:00:00,Staten Island,2,5.75,1.62,30.2,26.0,1022.5,0.045,0.0,0.0,9.0,N
8277,2015-02-22,03:00:00,Bronx,33,6.0,4.0,31.0,27.0,1021.9,0.07,0.0,0.0,9.0,N
8278,2015-02-22,03:00:00,Brooklyn,517,6.0,4.0,31.0,27.0,1021.9,0.07,0.0,0.0,9.0,N
8279,2015-02-22,03:00:00,EWR,0,6.0,4.0,31.0,27.0,1021.9,0.07,0.0,0.0,9.0,N
8280,2015-02-22,03:00:00,Manhattan,2072,6.0,4.0,31.0,27.0,1021.9,0.07,0.0,0.0,9.0,N
8281,2015-02-22,03:00:00,Queens,180,6.0,4.0,31.0,27.0,1021.9,0.07,0.0,0.0,9.0,N
8282,2015-02-22,03:00:00,Staten Island,1,6.0,4.0,31.0,27.0,1021.9,0.07,0.0,0.0,9.0,N
8284,2015-02-22,04:00:00,Bronx,22,4.5,3.5,31.5,27.5,1021.3,0.06,0.0,0.0,9.0,N
8285,2015-02-22,04:00:00,Brooklyn,334,4.5,3.5,31.5,27.5,1021.3,0.06,0.0,0.0,9.0,N
8286,2015-02-22,04:00:00,EWR,0,4.5,3.5,31.5,27.5,1021.3,0.06,0.0,0.0,9.0,N
8287,2015-02-22,04:00:00,Manhattan,1211,4.5,3.5,31.5,27.5,1021.3,0.06,0.0,0.0,9.0,N
8288,2015-02-22,04:00:00,Queens,127,4.5,3.5,31.5,27.5,1021.3,0.06,0.0,0.0,9.0,N
8289,2015-02-22,04:00:00,Staten Island,0,4.5,3.5,31.5,27.5,1021.3,0.06,0.0,0.0,9.0,N
8290,2015-02-22,05:00:00,Bronx,24,4.5,4.0,32.5,28.5,1021.0,0.04,0.0,0.61,9.0,N
8291,2015-02-22,05:00:00,Brooklyn,244,4.5,4.0,32.5,28.5,1021.0,0.04,0.0,0.61,9.0,N
8292,2015-02-22,05:00:00,EWR,0,4.5,4.0,32.5,28.5,1021.0,0.04,0.0,0.61,9.0,N
8293,2015-02-22,05:00:00,Manhattan,630,4.5,4.0,32.5,28.5,1021.0,0.04,0.0,0.61,9.0,N
8294,2015-02-22,05:00:00,Queens,94,4.5,4.0,32.5,28.5,1021.0,0.04,0.0,0.61,9.0,N
8295,2015-02-22,05:00:00,Staten Island,1,4.5,4.0,32.5,28.5,1021.0,0.04,0.0,0.61,9.0,N
8296,2015-02-22,06:00:00,Bronx,15,3.0,5.0,33.0,29.0,1021.1,0.02,0.43,0.0,9.16666666666667,N
8297,2015-02-22,06:00:00,Brooklyn,168,3.0,5.0,33.0,29.0,1021.1,0.02,0.43,0.0,9.16666666666667,N
8298,2015-02-22,06:00:00,EWR,0,3.0,5.0,33.0,29.0,1021.1,0.02,0.43,0.0,9.16666666666667,N
8299,2015-02-22,06:00:00,Manhattan,472,3.0,5.0,33.0,29.0,1021.1,0.02,0.43,0.0,9.16666666666667,N
8300,2015-02-22,06:00:00,Queens,118,3.0,5.0,33.0,29.0,1021.1,0.02,0.43,0.0,9.16666666666667,N
8301,2015-02-22,06:00:00,Staten Island,0,3.0,5.0,33.0,29.0,1021.1,0.02,0.43,0.0,9.16666666666667,N
8303,2015-02-22,07:00:00,Bronx,15,2.0,3.33333333333333,33.0,29.3333333333333,1020.7,0.0133333333333333,0.0,0.0,9.33333333333333,N
8304,2015-02-22,07:00:00,Brooklyn,190,2.0,3.33333333333333,33.0,29.3333333333333,1020.7,0.0133333333333333,0.0,0.0,9.33333333333333,N
8305,2015-02-22,07:00:00,EWR,0,2.0,3.33333333333333,33.0,29.3333333333333,1020.7,0.0133333333333333,0.0,0.0,9.33333333333333,N
8306,2015-02-22,07:00:00,Manhattan,463,2.0,3.33333333333333,33.0,29.3333333333333,1020.7,0.0133333333333333,0.0,0.0,9.33333333333333,N
8307,2015-02-22,07:00:00,Queens,136,2.0,3.33333333333333,33.0,29.3333333333333,1020.7,0.0133333333333333,0.0,0.0,9.33333333333333,N
8308,2015-02-22,07:00:00,Staten Island,0,2.0,3.33333333333333,33.0,29.3333333333333,1020.7,0.0133333333333333,0.0,0.0,9.33333333333333,N
8309,2015-02-22,08:00:00,Bronx,21,5.0,4.0,33.0,29.0,1020.2,0.0,0.0,0.0,9.5,N
8310,2015-02-22,08:00:00,Brooklyn,234,5.0,4.0,33.0,29.0,1020.2,0.0,0.0,0.0,9.5,N
8311,2015-02-22,08:00:00,EWR,0,5.0,4.0,33.0,29.0,1020.2,0.0,0.0,0.0,9.5,N
8312,2015-02-22,08:00:00,Manhattan,635,5.0,4.0,33.0,29.0,1020.2,0.0,0.0,0.0,9.5,N
8313,2015-02-22,08:00:00,Queens,149,5.0,4.0,33.0,29.0,1020.2,0.0,0.0,0.0,9.5,N
8314,2015-02-22,08:00:00,Staten Island,0,5.0,4.0,33.0,29.0,1020.2,0.0,0.0,0.0,9.5,N
8316,2015-02-22,09:00:00,Bronx,24,2.0,3.75,32.0,28.5,1020.2,0.005,0.0,0.02,9.66666666666667,N
8317,2015-02-22,09:00:00,Brooklyn,280,2.0,3.75,32.0,28.5,1020.2,0.005,0.0,0.02,9.66666666666667,N
8318,2015-02-22,09:00:00,EWR,0,2.0,3.75,32.0,28.5,1020.2,0.005,0.0,0.02,9.66666666666667,N
8319,2015-02-22,09:00:00,Manhattan,925,2.0,3.75,32.0,28.5,1020.2,0.005,0.0,0.02,9.66666666666667,N
8320,2015-02-22,09:00:00,Queens,183,2.0,3.75,32.0,28.5,1020.2,0.005,0.0,0.02,9.66666666666667,N
8321,2015-02-22,09:00:00,Staten Island,2,2.0,3.75,32.0,28.5,1020.2,0.005,0.0,0.02,9.66666666666667,N
8323,2015-02-22,10:00:00,Bronx,36,0.6,2.8,32.0,28.8,1020.2,0.02,0.0,0.0,9.83333333333333,N
8324,2015-02-22,10:00:00,Brooklyn,365,0.6,2.8,32.0,28.8,1020.2,0.02,0.0,0.0,9.83333333333333,N
8325,2015-02-22,10:00:00,EWR,0,0.6,2.8,32.0,28.8,1020.2,0.02,0.0,0.0,9.83333333333333,N
8326,2015-02-22,10:00:00,Manhattan,1326,0.6,2.8,32.0,28.8,1020.2,0.02,0.0,0.0,9.83333333333333,N
8327,2015-02-22,10:00:00,Queens,220,0.6,2.8,32.0,28.8,1020.2,0.02,0.0,0.0,9.83333333333333,N
8328,2015-02-22,10:00:00,Staten Island,0,0.6,2.8,32.0,28.8,1020.2,0.02,0.0,0.0,9.83333333333333,N
8330,2015-02-22,11:00:00,Bronx,31,1.2,2.46,32.2,29.0,1020.1,0.014,0.0,0.0,10.0,N
8331,2015-02-22,11:00:00,Brooklyn,424,1.2,2.46,32.2,29.0,1020.1,0.014,0.0,0.0,10.0,N
8332,2015-02-22,11:00:00,EWR,0,1.2,2.46,32.2,29.0,1020.1,0.014,0.0,0.0,10.0,N
8333,2015-02-22,11:00:00,Manhattan,1790,1.2,2.46,32.2,29.0,1020.1,0.014,0.0,0.0,10.0,N
8334,2015-02-22,11:00:00,Queens,256,1.2,2.46,32.2,29.0,1020.1,0.014,0.0,0.0,10.0,N
8335,2015-02-22,11:00:00,Staten Island,1,1.2,2.46,32.2,29.0,1020.1,0.014,0.0,0.0,10.0,N
8337,2015-02-22,12:00:00,Bronx,38,0.0,3.0,32.0,29.0,1020.6,0.01,0.08,0.71,10.1666666666667,N
8338,2015-02-22,12:00:00,Brooklyn,482,0.0,3.0,32.0,29.0,1020.6,0.01,0.08,0.71,10.1666666666667,N
8339,2015-02-22,12:00:00,EWR,0,0.0,3.0,32.0,29.0,1020.6,0.01,0.08,0.71,10.1666666666667,N
8340,2015-02-22,12:00:00,Manhattan,2120,0.0,3.0,32.0,29.0,1020.6,0.01,0.08,0.71,10.1666666666667,N
8341,2015-02-22,12:00:00,Queens,256,0.0,3.0,32.0,29.0,1020.6,0.01,0.08,0.71,10.1666666666667,N
8342,2015-02-22,12:00:00,Staten Island,1,0.0,3.0,32.0,29.0,1020.6,0.01,0.08,0.71,10.1666666666667,N
8344,2015-02-22,13:00:00,Bronx,49,4.0,3.5,32.0,28.0,1021.4,0.0,0.0,0.0,10.3333333333333,N
8345,2015-02-22,13:00:00,Brooklyn,545,4.0,3.5,32.0,28.0,1021.4,0.0,0.0,0.0,10.3333333333333,N
8346,2015-02-22,13:00:00,EWR,1,4.0,3.5,32.0,28.0,1021.4,0.0,0.0,0.0,10.3333333333333,N
8347,2015-02-22,13:00:00,Manhattan,2128,4.0,3.5,32.0,28.0,1021.4,0.0,0.0,0.0,10.3333333333333,N
8348,2015-02-22,13:00:00,Queens,349,4.0,3.5,32.0,28.0,1021.4,0.0,0.0,0.0,10.3333333333333,N
8349,2015-02-22,13:00:00,Staten Island,1,4.0,3.5,32.0,28.0,1021.4,0.0,0.0,0.0,10.3333333333333,N
8351,2015-02-22,14:00:00,Bronx,52,0.0,2.26666666666667,33.1666666666667,29.1666666666667,1021.9,0.0,0.0,0.0,10.5,N
8352,2015-02-22,14:00:00,Brooklyn,546,0.0,2.26666666666667,33.1666666666667,29.1666666666667,1021.9,0.0,0.0,0.0,10.5,N
8353,2015-02-22,14:00:00,EWR,0,0.0,2.26666666666667,33.1666666666667,29.1666666666667,1021.9,0.0,0.0,0.0,10.5,N
8354,2015-02-22,14:00:00,Manhattan,2232,0.0,2.26666666666667,33.1666666666667,29.1666666666667,1021.9,0.0,0.0,0.0,10.5,N
8355,2015-02-22,14:00:00,Queens,345,0.0,2.26666666666667,33.1666666666667,29.1666666666667,1021.9,0.0,0.0,0.0,10.5,N
8356,2015-02-22,14:00:00,Staten Island,1,0.0,2.26666666666667,33.1666666666667,29.1666666666667,1021.9,0.0,0.0,0.0,10.5,N
8358,2015-02-22,15:00:00,Bronx,45,0.0,3.0,33.0,29.0,1021.8,0.0,0.0,0.0,10.6666666666667,N
8359,2015-02-22,15:00:00,Brooklyn,541,0.0,3.0,33.0,29.0,1021.8,0.0,0.0,0.0,10.6666666666667,N
8360,2015-02-22,15:00:00,EWR,0,0.0,3.0,33.0,29.0,1021.8,0.0,0.0,0.0,10.6666666666667,N
8361,2015-02-22,15:00:00,Manhattan,2312,0.0,3.0,33.0,29.0,1021.8,0.0,0.0,0.0,10.6666666666667,N
8362,2015-02-22,15:00:00,Queens,434,0.0,3.0,33.0,29.0,1021.8,0.0,0.0,0.0,10.6666666666667,N
8363,2015-02-22,15:00:00,Staten Island,1,0.0,3.0,33.0,29.0,1021.8,0.0,0.0,0.0,10.6666666666667,N
8365,2015-02-22,16:00:00,Bronx,36,5.0,5.0,33.0,28.0,1022.2,0.0,0.0,0.0,10.8333333333333,N
8366,2015-02-22,16:00:00,Brooklyn,543,5.0,5.0,33.0,28.0,1022.2,0.0,0.0,0.0,10.8333333333333,N
8367,2015-02-22,16:00:00,EWR,0,5.0,5.0,33.0,28.0,1022.2,0.0,0.0,0.0,10.8333333333333,N
8368,2015-02-22,16:00:00,Manhattan,2283,5.0,5.0,33.0,28.0,1022.2,0.0,0.0,0.0,10.8333333333333,N
8369,2015-02-22,16:00:00,Queens,377,5.0,5.0,33.0,28.0,1022.2,0.0,0.0,0.0,10.8333333333333,N
8370,2015-02-22,16:00:00,Staten Island,0,5.0,5.0,33.0,28.0,1022.2,0.0,0.0,0.0,10.8333333333333,N
8372,2015-02-22,17:00:00,Bronx,54,3.0,6.0,36.0,29.0,1022.0,0.0,0.0,0.0,11.0,N
8373,2015-02-22,17:00:00,Brooklyn,586,3.0,6.0,36.0,29.0,1022.0,0.0,0.0,0.0,11.0,N
8374,2015-02-22,17:00:00,EWR,0,3.0,6.0,36.0,29.0,1022.0,0.0,0.0,0.0,11.0,N
8375,2015-02-22,17:00:00,Manhattan,2624,3.0,6.0,36.0,29.0,1022.0,0.0,0.0,0.0,11.0,N
8376,2015-02-22,17:00:00,Queens,439,3.0,6.0,36.0,29.0,1022.0,0.0,0.0,0.0,11.0,N
8377,2015-02-22,17:00:00,Staten Island,0,3.0,6.0,36.0,29.0,1022.0,0.0,0.0,0.0,11.0,N
8379,2015-02-22,18:00:00,Bronx,50,0.0,7.0,38.0,30.0,1021.7,0.0,0.0,0.0,11.1666666666667,N
8380,2015-02-22,18:00:00,Brooklyn,603,0.0,7.0,38.0,30.0,1021.7,0.0,0.0,0.0,11.1666666666667,N
8381,2015-02-22,18:00:00,EWR,0,0.0,7.0,38.0,30.0,1021.7,0.0,0.0,0.0,11.1666666666667,N
8382,2015-02-22,18:00:00,Manhattan,2980,0.0,7.0,38.0,30.0,1021.7,0.0,0.0,0.0,11.1666666666667,N
8383,2015-02-22,18:00:00,Queens,458,0.0,7.0,38.0,30.0,1021.7,0.0,0.0,0.0,11.1666666666667,N
8384,2015-02-22,18:00:00,Staten Island,1,0.0,7.0,38.0,30.0,1021.7,0.0,0.0,0.0,11.1666666666667,N
8386,2015-02-22,19:00:00,Bronx,44,0.0,8.0,41.0,29.0,1020.7,0.0,0.0,0.0,11.3333333333333,N
8387,2015-02-22,19:00:00,Brooklyn,700,0.0,8.0,41.0,29.0,1020.7,0.0,0.0,0.0,11.3333333333333,N
8388,2015-02-22,19:00:00,EWR,0,0.0,8.0,41.0,29.0,1020.7,0.0,0.0,0.0,11.3333333333333,N
8389,2015-02-22,19:00:00,Manhattan,3022,0.0,8.0,41.0,29.0,1020.7,0.0,0.0,0.0,11.3333333333333,N
8390,2015-02-22,19:00:00,Queens,417,0.0,8.0,41.0,29.0,1020.7,0.0,0.0,0.0,11.3333333333333,N
8391,2015-02-22,19:00:00,Staten Island,1,0.0,8.0,41.0,29.0,1020.7,0.0,0.0,0.0,11.3333333333333,N
8393,2015-02-22,20:00:00,Bronx,55,0.0,9.1,43.0,28.0,1020.3,0.0,0.0,0.0,11.5,N
8394,2015-02-22,20:00:00,Brooklyn,683,0.0,9.1,43.0,28.0,1020.3,0.0,0.0,0.0,11.5,N
8395,2015-02-22,20:00:00,EWR,0,0.0,9.1,43.0,28.0,1020.3,0.0,0.0,0.0,11.5,N
8396,2015-02-22,20:00:00,Manhattan,2338,0.0,9.1,43.0,28.0,1020.3,0.0,0.0,0.0,11.5,N
8397,2015-02-22,20:00:00,Queens,439,0.0,9.1,43.0,28.0,1020.3,0.0,0.0,0.0,11.5,N
8398,2015-02-22,20:00:00,Staten Island,0,0.0,9.1,43.0,28.0,1020.3,0.0,0.0,0.0,11.5,N
8400,2015-02-22,21:00:00,Bronx,51,0.0,10.0,43.0,26.0,1020.8,0.0,0.0,0.0,11.6666666666667,N
8401,2015-02-22,21:00:00,Brooklyn,563,0.0,10.0,43.0,26.0,1020.8,0.0,0.0,0.0,11.6666666666667,N
8402,2015-02-22,21:00:00,EWR,0,0.0,10.0,43.0,26.0,1020.8,0.0,0.0,0.0,11.6666666666667,N
8403,2015-02-22,21:00:00,Manhattan,1821,0.0,10.0,43.0,26.0,1020.8,0.0,0.0,0.0,11.6666666666667,N
8404,2015-02-22,21:00:00,Queens,398,0.0,10.0,43.0,26.0,1020.8,0.0,0.0,0.0,11.6666666666667,N
8405,2015-02-22,21:00:00,Staten Island,2,0.0,10.0,43.0,26.0,1020.8,0.0,0.0,0.0,11.6666666666667,N
8407,2015-02-22,22:00:00,Bronx,49,5.0,8.0,41.0,28.0,1020.8,0.0,0.0,0.0,11.8333333333333,N
8408,2015-02-22,22:00:00,Brooklyn,584,5.0,8.0,41.0,28.0,1020.8,0.0,0.0,0.0,11.8333333333333,N
8409,2015-02-22,22:00:00,EWR,0,5.0,8.0,41.0,28.0,1020.8,0.0,0.0,0.0,11.8333333333333,N
8410,2015-02-22,22:00:00,Manhattan,1946,5.0,8.0,41.0,28.0,1020.8,0.0,0.0,0.0,11.8333333333333,N
8411,2015-02-22,22:00:00,Queens,457,5.0,8.0,41.0,28.0,1020.8,0.0,0.0,0.0,11.8333333333333,N
8412,2015-02-22,22:00:00,Staten Island,2,5.0,8.0,41.0,28.0,1020.8,0.0,0.0,0.0,11.8333333333333,N
8413,2015-02-22,23:00:00,Bronx,57,3.0,7.0,40.0,30.0,1020.9,0.0,0.0,0.0,12.0,N
8414,2015-02-22,23:00:00,Brooklyn,609,3.0,7.0,40.0,30.0,1020.9,0.0,0.0,0.0,12.0,N
8415,2015-02-22,23:00:00,EWR,0,3.0,7.0,40.0,30.0,1020.9,0.0,0.0,0.0,12.0,N
8416,2015-02-22,23:00:00,Manhattan,1698,3.0,7.0,40.0,30.0,1020.9,0.0,0.0,0.0,12.0,N
8417,2015-02-22,23:00:00,Queens,472,3.0,7.0,40.0,30.0,1020.9,0.0,0.0,0.0,12.0,N
8418,2015-02-22,23:00:00,Staten Island,1,3.0,7.0,40.0,30.0,1020.9,0.0,0.0,0.0,12.0,N
8419,2015-02-23,00:00:00,Bronx,27,5.0,9.1,40.0,29.0,1021.2,0.0,0.0,0.0,12.1666666666667,N
8420,2015-02-23,00:00:00,Brooklyn,458,5.0,9.1,40.0,29.0,1021.2,0.0,0.0,0.0,12.1666666666667,N
8421,2015-02-23,00:00:00,EWR,0,5.0,9.1,40.0,29.0,1021.2,0.0,0.0,0.0,12.1666666666667,N
8422,2015-02-23,00:00:00,Manhattan,1478,5.0,9.1,40.0,29.0,1021.2,0.0,0.0,0.0,12.1666666666667,N
